system_size,U,sparsity,overlap
"$3\times3,\;(4,3)$",8.0,0.17475728155339806,0.996345804262927
"$3\times3,\;(4,3)$",8.0,0.1796116504854369,0.9963371197335309
"$3\times3,\;(4,3)$",8.0,0.18446601941747573,0.9963182338223489
"$3\times3,\;(4,3)$",8.0,0.20145631067961164,0.9962357167538337
"$3\times3,\;(4,3)$",8.0,0.2111650485436893,0.9961255542931369
"$3\times3,\;(4,3)$",8.0,0.22572815533980584,0.9960883783704217
"$3\times3,\;(4,3)$",8.0,0.24757281553398058,0.9957954359773595
"$3\times3,\;(4,3)$",8.0,0.26941747572815533,0.9952715287519607
"$3\times3,\;(4,3)$",8.0,0.2912621359223301,0.9943222633073561
"$3\times3,\;(4,3)$",8.0,0.3179611650485437,0.9921184947609536
"$3\times3,\;(4,3)$",8.0,0.38106796116504854,0.9900243850049932
"$3\times3,\;(4,3)$",8.0,0.41504854368932037,0.9846179702596256
"$3\times3,\;(4,3)$",8.0,0.49514563106796117,0.9644537324979991
"$3\times3,\;(4,3)$",8.0,0.5922330097087378,0.9327539144058511
"$3\times3,\;(4,3)$",8.0,0.6699029126213593,0.8865374546050493
"$3\times3,\;(4,3)$",8.0,0.7354368932038835,0.8168009951325873
"$3\times3,\;(4,3)$",8.0,0.8009708737864077,0.7156709146067058
"$3\times3,\;(4,3)$",8.0,0.8349514563106796,0.6930811283898546
"$3\times3,\;(4,3)$",8.0,0.8713592233009708,0.6157439080144105
"$3\times3,\;(4,3)$",8.0,0.9174757281553398,0.4675767099547914
"$3\times3,\;(4,3)$",8.0,0.9490291262135923,0.46951005168674853
"$3\times3,\;(4,3)$",8.0,0.9854368932038835,0.4724892608007769
"$3\times3,\;(4,4)$",8.0,0.00234192037470726,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.00468384074941452,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.00702576112412178,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.00702576112412178,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.00936768149882904,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.0117096018735363,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.0117096018735363,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.01639344262295082,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.01873536299765808,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.02107728337236534,0.9888785217488605
"$3\times3,\;(4,4)$",8.0,0.02576112412177986,0.9888785217488605
